utterance,gold_intent,facts,constraints,allowed_intents,suppressed_intents
summarize the uptime report for all critical services,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a brief on the network bandwidth usage,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the failover test results from last friday,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': True}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a summary of the application profiling results,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the infrastructure drift detection report,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a recap of the cost optimization initiatives,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the blue green deployment outcome,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me an overview of the service dependency mapping,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the certificate rotation completion status,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a brief on the database connection pool stats,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the real user monitoring metrics for this week,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a summary of the distributed tracing insights,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the chaos engineering experiment results,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide an overview of the resource quota usage by namespace,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the api gateway performance for the past sprint,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a recap of the infrastructure as code changes,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the synthetic monitoring test results,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a summary of the log analysis findings,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the change management board decisions,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me an overview of the platform reliability metrics,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the multi-region deployment status,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a brief of the runbook updates this month,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the observability stack health,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a summary of the cost allocation by team,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the incident response time trends,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide an overview of the technical debt remediation,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the service level objective performance,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a recap of the cluster autoscaler decisions,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the data pipeline execution summary,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a brief on the release deployment frequency,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the mean time between failures report,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a summary of the pod scheduling efficiency,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the network policy audit results,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a recap of the capacity forecast model output,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the operational readiness review findings,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me an overview of the endpoint latency distribution,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the storage tier migration progress,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a summary of the api versioning status,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the horizontal pod autoscaler activity,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a brief on the service health dashboard metrics,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the weekly change failure rate,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide an overview of the deployment lead time trends,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the toil reduction progress this quarter,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a recap of the on-call escalation patterns,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the system hardening checklist compliance,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a brief on the observability coverage by service,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the database query performance trends,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
give me a summary of the infrastructure scaling events,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the platform availability monthly report,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
provide a recap of the secrets rotation audit,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
summarize the release rollback frequency and causes,summarization,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
hello how are you,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is the capital of france,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me a joke,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
who won the world cup,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
write a poem about servers,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how is the weather today,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': True}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what time is it,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about astronomy,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
who is the president,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is the meaning of life,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me a story,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I bake a cake,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is quantum physics,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about history,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what are your hobbies,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how can I learn spanish,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is machine learning,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about music,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I play guitar,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is philosophy,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about art,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I cook pasta,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is biology,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about sports,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I stay healthy,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is chemistry,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about travel,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I meditate,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is psychology,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about movies,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I dance,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is economics,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about books,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I write poetry,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is literature,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about languages,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I draw,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is painting,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about architecture,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I photograph,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is sculpture,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about fashion,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I sew,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is design,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about furniture,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is your favorite color,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
can you sing a song,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
who invented the telephone,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is the speed of light,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I tie a tie,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about dinosaurs,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is the tallest mountain,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I make coffee,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
who painted the mona lisa,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is the deepest ocean,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I learn to swim,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about volcanoes,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is a black hole,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I change a tire,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
who wrote hamlet,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is cryptocurrency,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I fold a paper airplane,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about the solar system,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is the boiling point of water,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I ride a bicycle,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
who discovered penicillin,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is genetics,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I play chess,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about ancient rome,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
what is the longest river,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I knit a scarf,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is photosynthesis,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about the renaissance,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
who is beethoven,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
how do I make pizza dough,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is the periodic table,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about space exploration,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
how do I start a garden,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
what is dna,out_of_scope,"{'is_question': True, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': True, 'prefer_investigate_when_uncertain': True}","['investigate', 'ops', 'summarize']",['execute']
tell me about the pyramids,out_of_scope,"{'is_question': False, 'has_imperative': False, 'has_temporal_ref': False}","{'question_blocks_execute': False, 'prefer_investigate_when_uncertain': False}","['execute', 'investigate', 'ops', 'summarize']",[]
