utterance,gold_intent,facts,active_constraints,allowed_intents,suppressed_intents
what is blockchain,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
analyze the packet fragmentation on the uplink,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
configure the md raid rebuild priority,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
provide a recap of the kubernetes event anomalies,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
set the jvm heap size to 8gb and restart,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
rotate the iam role credentials for the batch job,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
investigate the missing pod metrics from the scraper,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about furniture,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
restart application server,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'restart', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
apply the virtual service retry policy,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
check why the multi-region failover is taking too long,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what caused the memory oom on worker-node-4,investigate,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}","['block_execute', 'require_diagnostic_investigate']","['investigate', 'summarize', 'ops']",['execute']
check why jobs are failing silently in the queue,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about dolphins,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
who wrote gulliver travels,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
check for anomalies in metrics,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why is the background job worker deadlocking,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize the observability maturity assessment results,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what countries border france,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
mount the backup volume in read-only mode,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
enable the kubernetes event exporter,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how is silk produced,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
restart log aggregator,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'restart', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
apply the priority class to the critical workloads,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
enable the cross-zone load balancing,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I make soy candles,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
who is albert einstein,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I skateboard,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
scale message queue,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'scale', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize system health for app payments,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the tallest mountain,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
who is marie curie,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
who composed la traviata,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
what is a genome,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
tell me about the renaissance,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
update the exports file and refresh nfsd,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'update', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
what is economics,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
clear cache on all nodes,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'clear', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize the health of the multi-region setup,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize the error budget status for all services,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what triggered the alert,investigate,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
restore the selinux context on the data directory,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the coldest place on earth,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I make sushi,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
investigate the webhook delivery failures,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I make chocolate chip cookies,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
configure the route53 health check failover,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the theory of evolution,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
enable the mutual tls between all services,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
who is thomas edison,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
configure the dead letter queue for failed messages,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
check what is causing the excessive context switches,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
who won the latest academy awards,out_of_scope,"{'is_question': True, 'question_word': 'who', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
start the canary deployment for version 4.1,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'start', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
investigate failed authentication attempts,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is a tectonic plate,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a recap of the on-call escalation patterns,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is the ozone layer,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
initialize the new replica set member,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
why are requests queued,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
investigate the corrupted data in the cache layer,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
apply the cpu frequency scaling governor change,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I stay healthy,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
what is the higgs boson,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I make origami cranes,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
why is service discovery returning stale endpoints,investigate,"{'is_question': True, 'question_word': 'why', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I learn how to type faster,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
analyze the jvm heap after the memory spike,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I learn calligraphy,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a summary of the cluster upgrade progress,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
give me a summary of the scaling decisions this week,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I make homemade bread,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
summarize the edge cache performance by region,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is string theory,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
analyze the segment fault in the native library,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
rollback the deployment,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'rollback', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
restart the envoy proxy with the new configuration,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'restart', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
summarize the distributed tracing insights for the api,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
analyze the io error rate on the san,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about the persian empire,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
force delete the stuck pod in the production namespace,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
set the pod disruption budget to allow one eviction,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
run the remediation playbook for cpu spike,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about the discovery of dna,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I ride a bicycle,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
apply the cluster autoscaler priority expander config,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
provide a brief on the data retention compliance status,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about the aztec civilization,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what caused the index corruption on elasticsearch,investigate,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
what is paleontology,out_of_scope,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
how do I learn how to paint with watercolor,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
give me a recap of the infrastructure changes this week,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
what is causing packet loss on the network,investigate,"{'is_question': True, 'question_word': 'what', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
clear disk space on server alpha,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'clear', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
provide a brief on the database connection pool stats,summarization,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
how do I learn how to whistle,out_of_scope,"{'is_question': True, 'question_word': 'how', 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",['block_execute'],"['investigate', 'summarize', 'ops']",['execute']
create a snapshot of the production database,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about ancient babylon,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
apply the security hotfix to the dependency,execution,"{'is_question': False, 'question_word': None, 'has_imperative': True, 'imperative_verb': 'apply', 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': False}",['allow_execute'],"['investigate', 'execute', 'summarize', 'ops']",[]
tell me about the mongol empire,out_of_scope,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
show me the root cause of latency issues,investigate,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': True, 'mentions_system_state': True}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
renew the lets encrypt certificate manually,execution,"{'is_question': False, 'question_word': None, 'has_imperative': False, 'imperative_verb': None, 'has_uncertainty_marker': False, 'has_temporal_reference': False, 'mentions_action': False, 'mentions_system_state': False}",[],"['investigate', 'execute', 'summarize', 'ops']",[]
