utterance,gold_intent,parsed_intent,entity,symptom,time_context,reasoning_mode
scale message queue,execution,execution,message_queue,,,action
summarize system health for app payments,summarization,summarization,service,,,reporting
what is the tallest mountain,out_of_scope,out_of_scope,,,,reject
who is marie curie,out_of_scope,out_of_scope,kubernetes_node,,,reject
who composed la traviata,out_of_scope,out_of_scope,,,,reject
what is a genome,out_of_scope,out_of_scope,kubernetes_node,,,reject
tell me about the renaissance,out_of_scope,out_of_scope,message_queue,,,reject
update the exports file and refresh nfsd,execution,execution,message_queue,,,action
what is economics,out_of_scope,out_of_scope,kubernetes_node,,,reject
clear cache on all nodes,execution,execution,kubernetes_node,,,action
summarize the health of the multi-region setup,summarization,summarization,message_queue,,,reporting
summarize the error budget status for all services,summarization,summarization,service,error,,reporting
what triggered the alert,investigate,investigate,alerting,,,diagnostic
restore the selinux context on the data directory,execution,execution,message_queue,,,action
what is the coldest place on earth,out_of_scope,out_of_scope,,,,reject
how do I make sushi,out_of_scope,out_of_scope,,,,reject
investigate the webhook delivery failures,investigate,investigate,tls,failure,,diagnostic
how do I make chocolate chip cookies,out_of_scope,out_of_scope,,,,reject
configure the route53 health check failover,execution,execution,health_check,failure,,action
what is the theory of evolution,out_of_scope,out_of_scope,,,,reject
enable the mutual tls between all services,execution,execution,tls,,,action
who is thomas edison,out_of_scope,out_of_scope,kubernetes_node,,,reject
configure the dead letter queue for failed messages,execution,execution,message_queue,failure,,action
check what is causing the excessive context switches,investigate,investigate,health_check,,,diagnostic
who won the latest academy awards,out_of_scope,out_of_scope,message_queue,,,reject
start the canary deployment for version 4.1,execution,execution,deployment,,,action
investigate failed authentication attempts,investigate,investigate,,failure,,diagnostic
what is a tectonic plate,out_of_scope,out_of_scope,kubernetes_node,,,reject
give me a recap of the on-call escalation patterns,summarization,summarization,message_queue,,,reporting
what is the ozone layer,out_of_scope,out_of_scope,,,,reject
initialize the new replica set member,execution,execution,message_queue,,,action
why are requests queued,investigate,investigate,message_queue,,,diagnostic
investigate the corrupted data in the cache layer,investigate,investigate,cache,,,diagnostic
apply the cpu frequency scaling governor change,execution,execution,dns,,,action
how do I stay healthy,out_of_scope,out_of_scope,,,,reject
what is the higgs boson,out_of_scope,out_of_scope,,,,reject
how do I make origami cranes,out_of_scope,out_of_scope,,,,reject
why is service discovery returning stale endpoints,investigate,investigate,service,,,diagnostic
how do I learn how to type faster,out_of_scope,out_of_scope,,,,reject
analyze the jvm heap after the memory spike,investigate,investigate,message_queue,spike,,diagnostic
how do I learn calligraphy,out_of_scope,out_of_scope,,,,reject
give me a summary of the cluster upgrade progress,summarization,summarization,kubernetes_cluster,,,reporting
give me a summary of the scaling decisions this week,summarization,summarization,message_queue,,this_week,reporting
how do I make homemade bread,out_of_scope,out_of_scope,,,,reject
summarize the edge cache performance by region,summarization,summarization,cache,,,reporting
what is string theory,out_of_scope,out_of_scope,kubernetes_node,,,reject
analyze the segment fault in the native library,investigate,investigate,message_queue,,,diagnostic
rollback the deployment,execution,execution,deployment,,,action
restart the envoy proxy with the new configuration,execution,execution,reverse_proxy,,,action
summarize the distributed tracing insights for the api,summarization,summarization,api,,,reporting
analyze the io error rate on the san,investigate,investigate,,error,,diagnostic
tell me about the persian empire,out_of_scope,out_of_scope,message_queue,,,reject
force delete the stuck pod in the production namespace,execution,execution,pod,,,action
set the pod disruption budget to allow one eviction,execution,execution,pod,,,action
run the remediation playbook for cpu spike,execution,execution,message_queue,spike,,action
tell me about the discovery of dna,out_of_scope,out_of_scope,message_queue,,,reject
how do I ride a bicycle,out_of_scope,out_of_scope,,,,reject
apply the cluster autoscaler priority expander config,execution,execution,horizontal_pod_autoscaler,,,action
provide a brief on the data retention compliance status,summarization,summarization,service,,,reporting
tell me about the aztec civilization,out_of_scope,out_of_scope,message_queue,,,reject
what caused the index corruption on elasticsearch,investigate,investigate,message_queue,,,diagnostic
what is paleontology,out_of_scope,out_of_scope,logs,,,reject
how do I learn how to paint with watercolor,out_of_scope,out_of_scope,,,,reject
give me a recap of the infrastructure changes this week,summarization,summarization,cost_anomalies,,this_week,reporting
what is causing packet loss on the network,investigate,investigate,network_policy,,,diagnostic
clear disk space on server alpha,execution,execution,disk_io,,,action
provide a brief on the database connection pool stats,summarization,summarization,database,,,reporting
how do I learn how to whistle,out_of_scope,out_of_scope,,,,reject
create a snapshot of the production database,execution,execution,database,,,action
tell me about ancient babylon,out_of_scope,out_of_scope,,,,reject
apply the security hotfix to the dependency,execution,execution,message_queue,,,action
tell me about the mongol empire,out_of_scope,out_of_scope,message_queue,,,reject
show me the root cause of latency issues,investigate,investigate,message_queue,latency_high,,diagnostic
renew the lets encrypt certificate manually,execution,execution,certificate,,,action
who is julius caesar,out_of_scope,out_of_scope,kubernetes_node,,,reject
extend the filesystem after volume resize,execution,execution,volume_snapshot,,,action
tell me about astronomy,out_of_scope,out_of_scope,,,,reject
run the vacuum full on the postgres database,execution,execution,database,,,action
summarize the failure domain isolation test results,summarization,summarization,load_test,failure,,reporting
add the new host to the monitoring system,execution,execution,message_queue,,,action
tell me about the stone age,out_of_scope,out_of_scope,message_queue,,,reject
uncordon the node after patching,execution,execution,kubernetes_node,,,action
what is the uncertainty principle,out_of_scope,out_of_scope,,,,reject
why is the ingress controller rejecting requests,investigate,out_of_scope,,,,reject
give me a rundown of the production issues this week,summarization,summarization,message_queue,,this_week,reporting
how do I play poker,out_of_scope,out_of_scope,,,,reject
configure the backup schedule for hourly snapshots,execution,execution,backup,,,action
summarize the release candidate validation results,summarization,summarization,release_notes,,,reporting
scale the api service to 5 replicas,execution,execution,api,,,action
how do I meditate,out_of_scope,out_of_scope,,,,reject
what is causing the jdbc connection pool saturation,investigate,investigate,database,saturation,,diagnostic
what is the history of chess,out_of_scope,out_of_scope,,,,reject
what is a cytoplasm,out_of_scope,out_of_scope,kubernetes_node,,,reject
how do I plant a tree,out_of_scope,out_of_scope,,,,reject
umount the nfs share that is hanging,execution,out_of_scope,,,,reject
what is design,out_of_scope,out_of_scope,kubernetes_node,,,reject
how do I make wine at home,out_of_scope,out_of_scope,,,,reject
summarize the incident classification by severity,summarization,summarization,incident,,,reporting
investigate the kernel soft lockup warnings,investigate,investigate,message_queue,,,diagnostic
tell me about the roman gladiators,out_of_scope,out_of_scope,message_queue,,,reject
summarize the certificate rotation completion status,summarization,summarization,certificate,,,reporting
configure the jaeger sampling rate,execution,execution,rate_limiting,,,action
how do I make butter at home,out_of_scope,out_of_scope,,,,reject
why is the container runtime consuming so much memory,investigate,investigate,container_image,,,diagnostic
who discovered america,out_of_scope,out_of_scope,,,,reject
how do I play guitar,out_of_scope,out_of_scope,,,,reject
provide a recap of the security posture improvement this quarter,summarization,summarization,message_queue,,this_quarter,reporting
apply network policy,execution,execution,network_policy,,,action
summarize the findings from the recent security audit,summarization,out_of_scope,,,recent,reject
give me a summary of the runtime exception trends,summarization,summarization,cost_trends,,,reporting
tell me about giraffes,out_of_scope,out_of_scope,,,,reject
why is the io scheduler causing write starvation,investigate,out_of_scope,,,,reject
analyze the slow query explain plan,investigate,investigate,database,slow,,diagnostic
configure the metrics server resource requests,execution,execution,metrics_server,,,action
enable tracing,execution,execution,distributed_tracing,,,action
annotate the service with the canary weight,execution,execution,service,,,action
enable the new caching strategy globally,execution,execution,message_queue,,,action
run the database failover test,execution,execution,database,failure,,action
tell me about the trojan war,out_of_scope,out_of_scope,message_queue,,,reject
summarize the blue green deployment outcome,summarization,summarization,deployment,,,reporting
investigate the flapping health checks,investigate,investigate,health_check,,,diagnostic
summarize the open actionable items from postmortems,summarization,summarization,message_queue,,,reporting
update the firewall rules to allow port 8443,execution,execution,message_queue,,,action
analyze the ingress rule causing traffic leak,investigate,investigate,alerting,leak,,diagnostic
deploy the hotfix to all production nodes,execution,execution,kubernetes_node,,,action
how do I make a rope,out_of_scope,out_of_scope,,,,reject
how do I carve soap,out_of_scope,out_of_scope,,,,reject
summarize the on-call activity for the past month,summarization,summarization,message_queue,,past_month,reporting
tell me about the inca empire,out_of_scope,out_of_scope,message_queue,,,reject
summarize the incident postmortem action items,summarization,summarization,incident,,,reporting
how do submarines work,out_of_scope,out_of_scope,,,,reject
investigate the excessive logging causing disk saturation,investigate,investigate,disk_io,saturation,,diagnostic
enable write-ahead logging on the database,execution,execution,database,,,action
investigate the dropped packets on the vpn interface,investigate,investigate,message_queue,drop,,diagnostic
check memory usage on db-server-7,investigate,investigate,database,,,diagnostic
look into the mutex contention on shared resource,investigate,investigate,resource_quota,,,diagnostic
why is the replica set not converging,investigate,investigate,kubernetes_node,,,diagnostic
what is the nitrogen cycle,out_of_scope,out_of_scope,,,,reject
run the automated rollback on failed deployment,execution,execution,deployment,failure,,action
what is the food chain,out_of_scope,out_of_scope,,,,reject
tell me about the olympics history,out_of_scope,out_of_scope,message_queue,,,reject
how do I become a chef,out_of_scope,out_of_scope,,,,reject
summarize the configuration drift detections this week,summarization,summarization,message_queue,,this_week,reporting
how do I make paella,out_of_scope,out_of_scope,,,,reject
give me a summary of the infrastructure scaling events,summarization,summarization,cost_anomalies,,,reporting
configure the webhook timeout for the admission controller,execution,execution,message_queue,timeout,,action
provide a brief on the certificate rotation status,summarization,summarization,certificate,,,reporting
what is the human genome,out_of_scope,out_of_scope,,,,reject
why is the proxy returning empty responses,investigate,investigate,reverse_proxy,,,diagnostic
what is a pulsar,out_of_scope,out_of_scope,kubernetes_node,,,reject
give me an overview of the active feature rollouts,summarization,summarization,message_queue,,,reporting
who is winston churchill,out_of_scope,out_of_scope,kubernetes_node,,,reject
give me operational summary,summarization,out_of_scope,,,,reject
investigate the tcp syn flood on the public interface,investigate,investigate,message_queue,,,diagnostic
tell me about the cold war,out_of_scope,out_of_scope,message_queue,,,reject
analyze the slow commit log replay after recovery,investigate,investigate,logs,slow,,diagnostic
how do I plant a vegetable garden,out_of_scope,out_of_scope,,,,reject
summarize the thread pool utilization trends this week,summarization,summarization,storage,,this_week,reporting
configure the etcd compaction interval,execution,execution,etcd,,,action
why is the log shipper dropping records,investigate,investigate,logs,drop,,diagnostic
what is causing the increased p95 latency,investigate,investigate,,latency_high,,diagnostic
summarize the transaction rollback rate by service,summarization,summarization,service,,,reporting
what is jazz music,out_of_scope,out_of_scope,kubernetes_node,,,reject
tell me about the middle ages,out_of_scope,out_of_scope,message_queue,,,reject
give me a summary of the automated remediation coverage,summarization,summarization,message_queue,,,reporting
what is a binary star system,out_of_scope,out_of_scope,kubernetes_node,,,reject
give me a summary of the observability alert noise ratio,summarization,summarization,observability_stack,,,reporting
how do I make french press coffee,out_of_scope,out_of_scope,,,,reject
how do I start a podcast,out_of_scope,out_of_scope,pod,,,reject
how do I learn to identify birds,out_of_scope,out_of_scope,,,,reject
who composed the nutcracker,out_of_scope,out_of_scope,message_queue,,,reject
investigate the file system corruption on node-8,investigate,investigate,kubernetes_node,,,diagnostic
why is the api response size unexpectedly large,investigate,investigate,api,,,diagnostic
configure the ocsp stapling on the server,execution,out_of_scope,,,,reject
who wrote the odyssey,out_of_scope,out_of_scope,message_queue,,,reject
analyze the retry storm on downstream services,investigate,investigate,service,,,diagnostic
who invented the light bulb,out_of_scope,out_of_scope,message_queue,,,reject
enable the branch protection rule on the repo,execution,out_of_scope,,,,reject
give me a summary of the tenant sla compliance status,summarization,summarization,availability_sla,,,reporting
summarize the sre toil metrics this quarter,summarization,summarization,metrics,,this_quarter,reporting
tell me about the pyramids,out_of_scope,out_of_scope,message_queue,,,reject
resize the logical volume for the data partition,execution,execution,logs,,,action
what is the fibonacci sequence,out_of_scope,out_of_scope,,,,reject
give me a summary of the node utilization across zones,summarization,summarization,kubernetes_node,,,reporting
check the reason for the network interface flapping,investigate,out_of_scope,,,,reject
how do I whittle wood,out_of_scope,out_of_scope,,,,reject
tell me about medieval castles,out_of_scope,out_of_scope,,,,reject
how do I photograph,out_of_scope,out_of_scope,,,,reject
look into the prometheus scrape failures,investigate,investigate,tls,failure,,diagnostic
enable the dns query logging for diagnostics,execution,execution,dns,,,action
who is shakespeare,out_of_scope,out_of_scope,kubernetes_node,,,reject
summarize the cost per service unit this quarter,summarization,summarization,service,,this_quarter,reporting
investigate the cross-region latency increase,investigate,investigate,message_queue,latency_high,,diagnostic
analyze the pattern of disk write errors on the host,investigate,investigate,disk_io,error,,diagnostic
what is a galaxy,out_of_scope,out_of_scope,kubernetes_node,,,reject
update the load balancer target group with new instances,execution,execution,load_balancer,,,action
configure the heap profiler for the java service,execution,execution,service,,,action
terminate the zombie processes,execution,execution,message_queue,,,action
summarize the batch processing job completion rates,summarization,summarization,batch_job,,,reporting
what caused the token bucket to overflow,investigate,investigate,message_queue,overflow,,diagnostic
analyze the write skew in the distributed transaction,investigate,out_of_scope,,,,reject
give me a summary of the application profiling results,summarization,summarization,message_queue,,,reporting
what is causing the repeated node draining events,investigate,investigate,kubernetes_node,,,diagnostic
what is quantum computing,out_of_scope,out_of_scope,kubernetes_node,,,reject
provide a recap of the container image scan results,summarization,summarization,container_image,,,reporting
simulate a node failure in staging,execution,execution,kubernetes_node,failure,,action
why is the build pipeline timing out,investigate,investigate,ci_cd_pipeline,timeout,,diagnostic
how do I take better photos,out_of_scope,out_of_scope,,,,reject
who composed moonlight sonata,out_of_scope,out_of_scope,,,,reject
rotate the istio root certificate authority,execution,execution,certificate,,,action
investigate the blocked io thread in the event loop,investigate,out_of_scope,,,,reject
investigate the race condition in the job scheduler,investigate,investigate,message_queue,,,diagnostic
why is the connection draining taking too long,investigate,investigate,connection_pool,,,diagnostic
check the reason for the degraded search ranking,investigate,investigate,,degraded,,diagnostic
summarize the chaos engineering experiment results,summarization,summarization,message_queue,,,reporting
what is a black hole,out_of_scope,out_of_scope,kubernetes_node,,,reject
apply the selinux policy update,execution,execution,network_policy,,,action
configure the namespace resource quotas,execution,execution,namespace,,,action
restart the systemd socket service,execution,execution,service,,,action
analyze the traffic shaping rule mismatch,investigate,investigate,api,,,diagnostic
provision a new ec2 instance for the web tier,execution,execution,message_queue,,,action
investigate the network buffer overflow on ingress,investigate,investigate,network_policy,overflow,,diagnostic
mount the tmpfs for the session data directory,execution,execution,message_queue,,,action
why is cpu throttling happening,investigate,investigate,kubernetes_node,,,diagnostic
add the spf record for the new mail relay,execution,execution,message_queue,,,action
run the load test against staging environment,execution,execution,load_test,,,action
tell me about the ming dynasty art,out_of_scope,out_of_scope,message_queue,,,reject
summarize the backup verification test outcomes,summarization,summarization,backup,,,reporting
configure the circuit breaker thresholds,execution,execution,circuit_breaker,,,action
summarize the incident response time trends,summarization,summarization,incident,,,reporting
provide a summary of the connection pool utilization,summarization,summarization,connection_pool,,,reporting
how do I roller skate,out_of_scope,out_of_scope,,,,reject
who is rembrandt,out_of_scope,out_of_scope,kubernetes_node,,,reject
summarize the latency trends for the past sprint,summarization,summarization,message_queue,latency_high,past,reporting
apply the vault dynamic database credential policy,execution,execution,database,,,action
who composed swan lake,out_of_scope,out_of_scope,,,,reject
what is causing the timeout in the payment gateway,investigate,investigate,,timeout,,diagnostic
give me a summary of the storage utilization trends,summarization,summarization,storage,,,reporting
who is mahatma gandhi,out_of_scope,out_of_scope,kubernetes_node,,,reject
what is the periodic table,out_of_scope,out_of_scope,,,,reject
check why the read replicas are out of sync,investigate,investigate,read_replicas,,,diagnostic
why are requests timing out,investigate,investigate,,timeout,,diagnostic
summarize the active incidents for the morning standup,summarization,summarization,incident,,,reporting
run the smart health test on the drive,execution,out_of_scope,,,,reject
who invented the telephone,out_of_scope,out_of_scope,message_queue,,,reject
provide an overview of the mean time to recovery metrics,summarization,summarization,metrics,,,reporting
restart session manager,execution,execution,pod,,,action
investigate the recurring alert for swap usage,investigate,investigate,alerting,,,diagnostic
rotate the api keys for third party integrations,execution,execution,api,,,action
investigate the spike in mutex contention metrics,investigate,investigate,metrics,spike,,diagnostic
configure the pam authentication settings,execution,execution,message_queue,,,action
patch the deployment to inject the new environment variable,execution,execution,deployment,,,action
give me replication summary,summarization,out_of_scope,,,,reject
why is the worker thread unresponsive,investigate,out_of_scope,,,,reject
enable the distributed tracing collector,execution,execution,distributed_tracing,,,action
update the soa record on the authoritative dns,execution,execution,dns,,,action
give me an overview of the gitops reconciliation status,summarization,summarization,service,,,reporting
tell me about ancient china,out_of_scope,out_of_scope,,,,reject
tell me a story,out_of_scope,out_of_scope,,,,reject
how do I start beekeeping,out_of_scope,out_of_scope,,,,reject
what is causing the resource cleanup to be slow,investigate,investigate,resource_quota,slow,,diagnostic
enable audit logging on the api gateway,execution,execution,api_gateway,,,action
apply the waf rule to block the new attack pattern,execution,out_of_scope,,,,reject
stop all running containers on host-9,execution,out_of_scope,,,,reject
start backup job,execution,execution,backup,,,action
why is the write ahead log growing unbounded,investigate,investigate,logs,,,diagnostic
give me an overview of the service dependency mapping,summarization,summarization,service,,,reporting
analyze the certificate pinning failures in mobile clients,investigate,investigate,certificate,failure,,diagnostic
tell me about the spanish inquisition,out_of_scope,out_of_scope,message_queue,,,reject
enable the maintenance mode on the microservice,execution,execution,service,,,action
what is yoga,out_of_scope,out_of_scope,kubernetes_node,,,reject
what is a sonnet,out_of_scope,out_of_scope,kubernetes_node,,,reject
configure the load shedding threshold on the api,execution,execution,api,,,action
run the chaos experiment to test failover,execution,execution,load_test,failure,,action
how do I learn origami,out_of_scope,out_of_scope,,,,reject
trigger the spinnaker pipeline for the hotfix,execution,execution,ci_cd_pipeline,,,action
restart the kafka broker on node-3,execution,execution,kubernetes_node,,,action
why is cache miss rate high,investigate,investigate,cache,,,diagnostic
why is the event sourcing replay taking too long,investigate,out_of_scope,,,,reject
what is the boiling point of water,out_of_scope,out_of_scope,,,,reject
how do I grow herbs indoors,out_of_scope,out_of_scope,,,,reject
tell me about the ming dynasty,out_of_scope,out_of_scope,message_queue,,,reject
how do I train for a marathon,out_of_scope,out_of_scope,,,,reject
what is existentialism,out_of_scope,out_of_scope,kubernetes_node,,,reject
analyze why the canary deployment is showing errors,investigate,investigate,deployment,error,,diagnostic
how do I write a cover letter,out_of_scope,out_of_scope,,,,reject
remove the decommissioned server from the inventory,execution,out_of_scope,,,,reject
how do I do a cartwheel,out_of_scope,out_of_scope,,,,reject
tell me about the amazon rainforest,out_of_scope,out_of_scope,message_queue,,,reject
check the metrics cardinality explosion in prometheus,investigate,investigate,metrics,,,diagnostic
compress and archive the old log files,execution,execution,logs,,,action
investigate error rate spike in production,investigate,investigate,error_budget,error,,diagnostic
provide security incident summary,summarization,summarization,incident,,,reporting
what is forensic science,out_of_scope,out_of_scope,kubernetes_node,,,reject
provide a recap of the server provisioning activities,summarization,summarization,metrics_server,,,reporting
summarize the horizontal autoscaler trigger patterns,summarization,summarization,horizontal_pod_autoscaler,,,reporting
flush dns cache,execution,execution,dns,,,action
investigate the message serialization error in the broker,investigate,investigate,message_queue,error,,diagnostic
show root cause analysis for outage,investigate,investigate,logs,,,diagnostic
analyze the traces for the slow checkout flow,investigate,investigate,,slow,,diagnostic
how do I learn card magic,out_of_scope,out_of_scope,,,,reject
provide a brief on the change success rate this cycle,summarization,summarization,dns,,,reporting
tell me about the boer war,out_of_scope,out_of_scope,message_queue,,,reject
why is the persistent connection being dropped,investigate,investigate,connection_pool,drop,,diagnostic
summarize the key performance indicators for the quarter,summarization,out_of_scope,,,,reject
who wrote anna karenina,out_of_scope,out_of_scope,,,,reject
tell me about elephants,out_of_scope,out_of_scope,,,,reject
who wrote crime and punishment,out_of_scope,out_of_scope,,,,reject
investigate the degraded write throughput on the database,investigate,investigate,database,degraded,,diagnostic
apply the service mesh traffic policy,execution,execution,service_mesh,,,action
apply backup retention policy,execution,execution,backup,,,action
update the kubeconfig with the new credentials,execution,execution,message_queue,,,action
check the reason behind the pod crashloopbackoff,investigate,investigate,pod,crash,,diagnostic
what is a magnetar,out_of_scope,out_of_scope,kubernetes_node,,,reject
who discovered penicillin,out_of_scope,out_of_scope,,,,reject
revoke the expired service certificate,execution,execution,certificate,,,action
tell me about movies,out_of_scope,out_of_scope,,,,reject
tell me about the ancient roman baths,out_of_scope,out_of_scope,message_queue,,,reject
analyze the pattern of recurring memory pressure alerts,investigate,investigate,alerting,,,diagnostic
why is the kubernetes scheduler failing to place pods,investigate,investigate,pod,failure,,diagnostic
enable persistent connections on the proxy,execution,execution,reverse_proxy,,,action
what caused memory leak in app,investigate,investigate,,leak,,diagnostic
provide an overview of the service health by business domain,summarization,summarization,service,,,reporting
what are your hobbies,out_of_scope,out_of_scope,,,,reject
provide a brief on the kubernetes cluster utilization,summarization,summarization,kubernetes_cluster,,,reporting
execute the rolling restart of all microservices,execution,execution,service,,,action
enable the opentelemetry collector on the service,execution,execution,service,,,action
give me an overview of the log ingestion cost trends,summarization,summarization,logs,,,reporting
give me an overview of the alerting rule changes,summarization,summarization,alerting,,,reporting
investigate the delayed metric reporting from agent,investigate,out_of_scope,,,,reject
what is continental drift,out_of_scope,out_of_scope,kubernetes_node,,,reject
who wrote the iliad,out_of_scope,out_of_scope,message_queue,,,reject
provide weekly report summary,summarization,out_of_scope,,,,reject
check what is causing the high cpu wait on nfs,investigate,investigate,health_check,,,diagnostic
give me a summary of the node group scaling history,summarization,summarization,kubernetes_node,,,reporting
investigate the spurious wakeups in the thread pool,investigate,out_of_scope,,,,reject
what is causing the repeated ip address conflict in the cluster,investigate,investigate,kubernetes_cluster,,,diagnostic
patch the third-party library to the safe version,execution,execution,message_queue,,,action
who was cleopatra,out_of_scope,out_of_scope,,,,reject
why is the search indexer falling behind,investigate,out_of_scope,,,,reject
tell me about the mesopotamian civilization,out_of_scope,out_of_scope,message_queue,,,reject
summarize database performance,summarization,summarization,database,,,reporting
provide a brief on the job queue wait time trends,summarization,summarization,message_queue,,,reporting
how do I cook pasta,out_of_scope,out_of_scope,,,,reject
what caused the connection storm after failover,investigate,investigate,connection_pool,failure,,diagnostic
how does sonar work,out_of_scope,out_of_scope,,,,reject
configure the kernel network parameters via sysctl,execution,execution,network_policy,,,action
run the terraform plan review before apply,execution,execution,message_queue,,,action
configure the database read timeout to 10 seconds,execution,execution,database,timeout,,action
summarize the scheduled maintenance completion report,summarization,summarization,scheduled_downtime,,,reporting
check what is causing the http keep-alive to be disabled,investigate,investigate,health_check,,,diagnostic
how do I brew kombucha,out_of_scope,out_of_scope,,,,reject
apply the rate limit policy to the external api proxy,execution,execution,reverse_proxy,,,action
