utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
what is quantum computing,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the container image scan results,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
simulate a node failure in staging,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,1,0
why is the build pipeline timing out,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
how do I take better photos,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who composed moonlight sonata,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
rotate the istio root certificate authority,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the blocked io thread in the event loop,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,0
investigate the race condition in the job scheduler,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
why is the connection draining taking too long,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
check the reason for the degraded search ranking,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the chaos engineering experiment results,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is a black hole,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the selinux policy update,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
configure the namespace resource quotas,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
restart the systemd socket service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
analyze the traffic shaping rule mismatch,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
provision a new ec2 instance for the web tier,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the network buffer overflow on ingress,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
mount the tmpfs for the session data directory,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
why is cpu throttling happening,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
add the spf record for the new mail relay,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
run the load test against staging environment,execution,job,1,level5_base,0,0,0,0,1,0,0,0,1,0,0
tell me about the ming dynasty art,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the backup verification test outcomes,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
configure the circuit breaker thresholds,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
summarize the incident response time trends,summarization,incident,1,level5_base,0,0,0,1,0,0,0,1,0,1,0
provide a summary of the connection pool utilization,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how do I roller skate,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is rembrandt,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the latency trends for the past sprint,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,1
apply the vault dynamic database credential policy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
who composed swan lake,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the timeout in the payment gateway,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,0
give me a summary of the storage utilization trends,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
who is mahatma gandhi,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the periodic table,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check why the read replicas are out of sync,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
why are requests timing out,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the active incidents for the morning standup,summarization,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
run the smart health test on the drive,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
who invented the telephone,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide an overview of the mean time to recovery metrics,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
restart session manager,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
investigate the recurring alert for swap usage,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,1
rotate the api keys for third party integrations,execution,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
investigate the spike in mutex contention metrics,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,1,0
configure the pam authentication settings,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
patch the deployment to inject the new environment variable,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
give me replication summary,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the worker thread unresponsive,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the distributed tracing collector,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
update the soa record on the authoritative dns,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
give me an overview of the gitops reconciliation status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about ancient china,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me a story,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I start beekeeping,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the resource cleanup to be slow,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
enable audit logging on the api gateway,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
apply the waf rule to block the new attack pattern,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
stop all running containers on host-9,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
start backup job,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the write ahead log growing unbounded,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
give me an overview of the service dependency mapping,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
analyze the certificate pinning failures in mobile clients,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about the spanish inquisition,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the maintenance mode on the microservice,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
what is yoga,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a sonnet,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the load shedding threshold on the api,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
run the chaos experiment to test failover,execution,job,1,level5_base,0,0,0,0,1,0,0,0,1,0,0
how do I learn origami,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
trigger the spinnaker pipeline for the hotfix,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
restart the kafka broker on node-3,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
why is cache miss rate high,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the event sourcing replay taking too long,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the boiling point of water,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I grow herbs indoors,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the ming dynasty,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I train for a marathon,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is existentialism,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze why the canary deployment is showing errors,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
how do I write a cover letter,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
remove the decommissioned server from the inventory,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I do a cartwheel,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the amazon rainforest,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
check the metrics cardinality explosion in prometheus,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
compress and archive the old log files,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
investigate error rate spike in production,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,1
provide security incident summary,summarization,incident,1,level5_base,0,0,0,1,0,0,0,1,0,1,0
what is forensic science,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the server provisioning activities,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize the horizontal autoscaler trigger patterns,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
flush dns cache,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the message serialization error in the broker,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
show root cause analysis for outage,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,1,0
analyze the traces for the slow checkout flow,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I learn card magic,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the change success rate this cycle,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
tell me about the boer war,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the persistent connection being dropped,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
summarize the key performance indicators for the quarter,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
who wrote anna karenina,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about elephants,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who wrote crime and punishment,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the degraded write throughput on the database,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
apply the service mesh traffic policy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
apply backup retention policy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
update the kubeconfig with the new credentials,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
check the reason behind the pod crashloopbackoff,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is a magnetar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who discovered penicillin,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
revoke the expired service certificate,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about movies,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the ancient roman baths,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the pattern of recurring memory pressure alerts,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
why is the kubernetes scheduler failing to place pods,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
enable persistent connections on the proxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what caused memory leak in app,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
provide an overview of the service health by business domain,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
what are your hobbies,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a brief on the kubernetes cluster utilization,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
execute the rolling restart of all microservices,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
enable the opentelemetry collector on the service,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
give me an overview of the log ingestion cost trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
give me an overview of the alerting rule changes,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
investigate the delayed metric reporting from agent,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
what is continental drift,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who wrote the iliad,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide weekly report summary,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
check what is causing the high cpu wait on nfs,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,1
give me a summary of the node group scaling history,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
investigate the spurious wakeups in the thread pool,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the repeated ip address conflict in the cluster,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
patch the third-party library to the safe version,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who was cleopatra,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the search indexer falling behind,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the mesopotamian civilization,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize database performance,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
provide a brief on the job queue wait time trends,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
how do I cook pasta,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the connection storm after failover,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how does sonar work,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the kernel network parameters via sysctl,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
run the terraform plan review before apply,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
configure the database read timeout to 10 seconds,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
summarize the scheduled maintenance completion report,summarization,incident,1,level5_base,0,0,0,1,0,0,0,0,0,0,0
check what is causing the http keep-alive to be disabled,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
how do I brew kombucha,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the rate limit policy to the external api proxy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
why is the service mesh causing high latency on the metric endpoint,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
is the dns resolution failing for the database service,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,0
why does the infrastructure alert keep firing for this metric,investigate,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,1,1
show me the cpu metric for the payment service,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
why is the cluster node reporting high memory on the kafka service,investigate,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,1
is the pipeline job blocking the service deployment,investigate,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,0
what is the latency metric for the api gateway service,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
why is the service pod crashing with a memory metric spike,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,1,1
is the infrastructure dns affecting the service health check,investigate,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,0
why is the job pod timing out under the current service load,investigate,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,0
summarize the incident where the service latency exceeded the slo metric,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
give me a summary of the pipeline failure that impacted the service mesh,summarization,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,1,0
what happened when the cluster infrastructure incident caused metric degradation,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
recap the incident where a job failure elevated the error rate metric,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
summarize why the dns incident caused service latency spikes,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
describe the outage where infrastructure issues spiked the cpu metric,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
restart the service and then verify the latency metric,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,0,1
scale the infrastructure nodes and monitor the throughput metric,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,1,0,1
run the pipeline job and check the cpu metric afterward,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,1,0,1
deploy the service and confirm the error rate metric normalizes,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,0,1
trigger the remediation runbook and monitor the service mesh metric,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,0,1
apply the rate limit config and check the api latency metric,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,0,1
enable monitoring for the infrastructure node and metric endpoint,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,1,0,1
why does the service pod show a metric anomaly during incident windows,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,1,1
what is causing the infrastructure degradation that is spiking the slo metric,investigate,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,0,1
is the job queue metric spiking because of the service mesh configuration,investigate,job,1,level6_seed,0,0,0,0,1,0,0,1,0,0,1
why is the api gateway metric showing latency spikes during service rollout,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
what is causing the pipeline metric to degrade after the infrastructure update,investigate,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,1
summarize the pipeline incident that degraded the job completion metric,summarization,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,1,1
recap the service outage that caused the infrastructure metric to spike,summarization,service,1,level6_seed,0,1,0,0,0,0,0,1,0,1,1
describe the incident where the job failure was masked by the metric alert,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
summarize why the cluster node failure caused a service metric degradation,summarization,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,1,1
what can you tell me about the infrastructure incident and the metric slo breach,summarization,incident,1,level6_seed,0,0,0,1,0,0,0,1,0,1,1
restart the pipeline job and verify the service latency metric recovers,execution,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,1,0,1
scale up the infrastructure cluster and check the service throughput metric,execution,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,1,0,1
deploy the updated service mesh config and monitor the latency metric,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,0,1
trigger the incident runbook for the service and track the metric normalization,execution,service,1,level6_seed,0,1,0,0,0,0,0,1,1,1,1
configure the job retry policy and verify the pipeline metric stabilizes,execution,job,1,level6_seed,0,0,0,0,1,0,0,1,1,0,1
why is the service reporting metric anomalies that look like an infrastructure issue,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,0,1
is the job pod crash related to an infrastructure or a metric configuration problem,investigate,job,1,level6_seed,0,0,0,0,1,0,0,1,0,1,1
what caused the api service to breach its slo metric during the infrastructure incident,investigate,service,1,level6_seed,0,1,0,0,0,0,0,1,0,1,1
why is the pipeline degradation spiking the service latency metric,investigate,pipeline,1,level6_seed,0,0,0,0,0,1,0,1,0,0,1
summarize the situation where the infrastructure failure affected the service slo metric,summarization,infrastructure,1,level6_seed,1,0,0,0,0,0,0,1,0,1,1
what is the latency of light through glass,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I monitor my blood pressure at home,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
what is the throughput capacity of a garden hose,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
why does the cpu in my laptop overheat when gaming,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I deploy a tent at a campsite,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is the error rate on my tax return calculation,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
is my car's memory seat function working correctly,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I scale a recipe for more servings,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is causing the alert sound on my smoke detector,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,1,0
should I restart my wifi router to fix connectivity,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is the sla for my gym membership contract,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I configure the thermostat settings,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is the incident rate for car accidents in my city,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,1,0
how do I trigger an automatic savings transfer,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is the queue length at the post office today,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
can I enable automatic payments on my credit card,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
why is my gaming cluster lagging during peak hours,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
how do I set up a backup for my photos on icloud,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,0
what is the p95 salary for software engineers in seattle,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,0,0,1
how do I monitor stock performance over a rolling metric window,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
is the dns server used by my home router configurable,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
why is my phone memory full after the latest app update,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I apply a rate limit on my internet plan,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,0
what is the throughput of my new printer per minute,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
can I set a memory limit on a browser tab,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,1
why does my laptop deployment of the software keep failing,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
how do I check the tls certificate on my personal website,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
what is the slo for a next-day delivery promise,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I run a backup of my home nas storage,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,0
why is the replica of my podcast episode not available yet,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
how do I configure the gateway on my home network router,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,0
is there a circuit breaker on my home electrical panel that needs resetting,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is the log of my recent bank transactions,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
how do I trace the origin of a food delivery order,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
what is the cpu benchmark score of the new macbook,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I configure proxy settings in firefox,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,1,0,0
what is the saturation level of colors in my monitor settings,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
how do I scale my freelance business revenue,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
why does my kafka subscription keep getting cancelled,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
can I monitor my sleep metric using a fitness tracker,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,1
how do I set a usage limit on my streaming subscription,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,1
what is the dashboard for tracking my investment portfolio,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,0,0,1
why is my node.js desktop app crashing on startup,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,1,0,0,0
can I deploy my website using github pages,out_of_scope,unknown,0,level6_seed,0,0,0,0,0,0,1,0,1,0,0
why is the bloom filter showing unexpected collision rates,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is causing the cache eviction policy to misbehave under load,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
why is the consistent hashing ring unbalanced after the node addition,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
what is causing the write-ahead log to grow unexpectedly,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
why is the rate limiter not respecting the configured token bucket size,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is the root cause of the shard rebalancing delays,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,1,0
why is the circuit breaker state machine oscillating without a clear trigger,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,1,0,0
what is causing the gossip protocol to diverge across regions,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the distributed lock timing out before the lease expires,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what caused the merkle tree reconciliation to fail during replication,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the fanout service degrading under high subscriber load,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,0,0
what is causing the raft leader election to loop without converging,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why does the anti-entropy process keep finding inconsistencies after sync,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is causing the backpressure mechanism to fail silently,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the saga orchestrator not completing compensation transactions,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is causing the idempotency key collision in the payment processor,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the connection pool saturating under moderate request volume,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what caused the read repair to produce conflicting versions,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the health probe returning inconsistent results across replicas,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is causing the sticky session affinity to break mid-flight,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
why is the batch processor checkpointing at an unexpected offset,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
what is causing the compaction process to stall the write path,investigate,unknown,1,level6_seed,0,0,0,0,0,0,1,0,0,0,0
summarize the incident where the bloom filter caused a false positive cascade,summarization,unknown,1,level6_seed,0,0,0,0,0,0,1,1,0,1,0
